scene_id,working_point,seed,delay_error_ns,target_velocity_mps,target_snr_db,metric,metric_direction,A0_value,A0_status,A1_value,A1_status,A2_value,A2_status,A3_value,A3_status,A1_minus_A0_transformed,recoverable_space_transformed,blind_recovery_transformed,recovery_ratio,status,definition
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,137.67333497012422,passed,137.67333497012422,passed,242.30706681392985,passed,0.0,0.0,-104.63373184380563,,NOT_EVALUABLE,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,6.91249193839888,passed,6.91249193839888,passed,5.69894252334428,passed,0.0,0.0,1.2135494150546,,NOT_EVALUABLE,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.08201203047567575,passed,0.08201203047567575,passed,0.15354799008016254,passed,0.0,0.0,-0.07153595960448679,,NOT_EVALUABLE,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,137.67333497012422,passed,137.67333497012422,passed,242.30706681392985,passed,0.0,0.0,-104.63373184380563,,NOT_EVALUABLE,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,6.91249193839888,passed,6.91249193839888,passed,5.69894252334428,passed,0.0,0.0,1.2135494150546,,NOT_EVALUABLE,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.08201203047567575,passed,0.08201203047567575,passed,0.15354799008016254,passed,0.0,0.0,-0.07153595960448679,,NOT_EVALUABLE,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,137.67333497012422,passed,137.67333497012422,passed,242.30706681392985,passed,0.0,0.0,-104.63373184380563,,NOT_EVALUABLE,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,6.91249193839888,passed,6.91249193839888,passed,5.69894252334428,passed,0.0,0.0,1.2135494150546,,NOT_EVALUABLE,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.08201203047567575,passed,0.08201203047567575,passed,0.15354799008016254,passed,0.0,0.0,-0.07153595960448679,,NOT_EVALUABLE,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,137.67333497012422,passed,137.67333497012422,passed,242.30706681392985,passed,0.0,0.0,-104.63373184380563,,NOT_EVALUABLE,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,6.91249193839888,passed,6.91249193839888,passed,5.69894252334428,passed,0.0,0.0,1.2135494150546,,NOT_EVALUABLE,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p0ns,base,101,0.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.08201203047567575,passed,0.08201203047567575,passed,0.15354799008016254,passed,0.0,0.0,-0.07153595960448679,,NOT_EVALUABLE,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,206.5723953050347,passed,194.54685168650096,passed,190.53450172450172,passed,-68.89906033491047,12.025543618533732,16.037893580532966,1.333652272967969,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,9.45187059596734,passed,11.49273541763193,passed,11.120848828703437,passed,-2.539378657568461,-2.0408648216645897,-1.6689782327360962,0.8177799014512035,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.13083441438767593,passed,0.12043686509646577,passed,0.11688349505904429,passed,-0.04882238391200018,0.01039754929121016,0.013950919328631642,1.3417507277821148,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,206.5723953050347,passed,194.54685168650096,passed,190.53450172450172,passed,-68.89906033491047,12.025543618533732,16.037893580532966,1.333652272967969,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,9.45187059596734,passed,11.49273541763193,passed,11.120848828703437,passed,-2.539378657568461,-2.0408648216645897,-1.6689782327360962,0.8177799014512035,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.13083441438767593,passed,0.12043686509646577,passed,0.11688349505904429,passed,-0.04882238391200018,0.01039754929121016,0.013950919328631642,1.3417507277821148,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,206.5723953050347,passed,194.54685168650096,passed,190.53450172450172,passed,-68.89906033491047,12.025543618533732,16.037893580532966,1.333652272967969,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,9.45187059596734,passed,11.49273541763193,passed,11.120848828703437,passed,-2.539378657568461,-2.0408648216645897,-1.6689782327360962,0.8177799014512035,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.13083441438767593,passed,0.12043686509646577,passed,0.11688349505904429,passed,-0.04882238391200018,0.01039754929121016,0.013950919328631642,1.3417507277821148,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,206.5723953050347,passed,194.54685168650096,passed,190.53450172450172,passed,-68.89906033491047,12.025543618533732,16.037893580532966,1.333652272967969,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,9.45187059596734,passed,11.49273541763193,passed,11.120848828703437,passed,-2.539378657568461,-2.0408648216645897,-1.6689782327360962,0.8177799014512035,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_p1ns,base,101,1.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.13083441438767593,passed,0.12043686509646577,passed,0.11688349505904429,passed,-0.04882238391200018,0.01039754929121016,0.013950919328631642,1.3417507277821148,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,target_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,target_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,period_detection_pd,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,period_detection_pd; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,track_pd_all_visible,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_all_visible; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,track_pd_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_pd_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,track_continuity,higher_is_better,0.8,passed,0.8,passed,0.8,passed,0.8,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,track_continuity_after_confirmation,higher_is_better,1.0,passed,1.0,passed,1.0,passed,1.0,passed,0.0,0.0,0.0,,NOT_EVALUABLE,track_continuity_after_confirmation; higher values are better; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,position_rmse_m,lower_is_better,137.67333497012422,passed,78.14398801575241,passed,229.84116480151533,passed,246.01533413424357,passed,59.5293469543718,-151.6971767857629,-167.87134611849115,1.1066214261559428,passed,position_rmse_m; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,velocity_rmse_mps_ground_speed,lower_is_better,6.91249193839888,passed,8.156245100509285,passed,9.518059066924234,passed,9.076971470173248,passed,-1.243753162110405,-1.3618139664149496,-0.9207263696639636,0.6761028983186497,passed,velocity_rmse_mps_ground_speed; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
base__seed_101__v_p6d7__snr_p30__delay_m1ns,base,101,-1.0,6.7,30.0,angle_rmse_deg,lower_is_better,0.08201203047567575,passed,0.04094869951892607,passed,0.14351877852601905,passed,0.15459851381056816,passed,0.04106333095674968,-0.10257007900709297,-0.11364981429164209,1.1080211245989477,passed,angle_rmse_deg; lower values are better; transformed_value=-value for recovery; recoverable=A2-A1 and blind=A3-A1 after direction transform
