scene_id,case_id,branch,previous_period_id,period_id,truth_target_id,previous_truth_target_id,previous_detection_id,detection_id,previous_track_id,current_track_id,association_schema_version,candidate_ids,candidate_track_ids,candidate_rank,candidate_count,innovation_m,residual_m,association_distance_m,gate_threshold_m,mahalanobis_d2,mahalanobis_gate_d2,assignment_mode,assignment_outcome,reject_reason,lifecycle_event,unavailable_fields,association_source_file,association_source_row,missing_production_fields,previous_confirmation_state,confirmation_state,lost,reacquired,merge_evidence,split_evidence,classification,reason,source_file,source_row,previous_source_row,current_source_row,detection_source_file,previous_detection_source_file,truth_source_file,evidence_json,condition,working_point,seed,delay_error_ns
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A0_Ideal_ON,1,2,stage1_target_1,stage1_target_1,10,2,10,6,,,,,,,7.035024626366,7.035024626366,300.000000000000,0.004003285631,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_association_accepts.csv,88,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_output_payloads.csv,88,9,88,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI02.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A0_Ideal,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A0_Ideal_ON,2,3,stage1_target_1,stage1_target_1,2,6,6,1,,,,,,,7.496137992157,7.496137992157,300.000000000000,0.006560335809,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_association_accepts.csv,194,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_output_payloads.csv,194,88,194,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A0_Ideal,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A0_Ideal_ON,3,4,stage1_target_1,stage1_target_1,6,3,1,191,,,,,,,24.716572927476,24.716572927476,300.000000000000,0.049415339580,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_association_accepts.csv,370,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/track_debug_runs/local_test_20260917_130613_781757_pid2323885/track_output_payloads.csv,363,194,363,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI05.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A0_Ideal_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A0_Ideal,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A1_Current_unknown_error_ON,1,2,stage1_target_1,stage1_target_1,10,2,10,6,,,,,,,7.035024626366,7.035024626366,300.000000000000,0.004003285631,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_association_accepts.csv,88,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_output_payloads.csv,88,9,88,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI02.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A1_Current_unknown_error,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A1_Current_unknown_error_ON,2,3,stage1_target_1,stage1_target_1,2,6,6,1,,,,,,,7.496137992157,7.496137992157,300.000000000000,0.006560335809,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_association_accepts.csv,194,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_output_payloads.csv,194,88,194,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A1_Current_unknown_error,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A1_Current_unknown_error_ON,3,4,stage1_target_1,stage1_target_1,6,3,1,191,,,,,,,24.716572927476,24.716572927476,300.000000000000,0.049415339580,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_association_accepts.csv,370,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/track_debug_runs/local_test_20260917_130641_650926_pid2324527/track_output_payloads.csv,363,194,363,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI05.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A1_Current_unknown_error_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A1_Current_unknown_error,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A2_Known_error_correction_upper_bound_ON,1,2,stage1_target_1,stage1_target_1,10,2,10,6,,,,,,,7.035024626366,7.035024626366,300.000000000000,0.004003285631,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_association_accepts.csv,88,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_output_payloads.csv,88,9,88,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI02.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A2_Known_error_correction_upper_bound,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A2_Known_error_correction_upper_bound_ON,2,3,stage1_target_1,stage1_target_1,2,6,6,1,,,,,,,7.496137992157,7.496137992157,300.000000000000,0.006560335809,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_association_accepts.csv,194,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_output_payloads.csv,194,88,194,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A2_Known_error_correction_upper_bound,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A2_Known_error_correction_upper_bound_ON,3,4,stage1_target_1,stage1_target_1,6,3,1,191,,,,,,,24.716572927476,24.716572927476,300.000000000000,0.049415339580,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_association_accepts.csv,370,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/track_debug_runs/local_test_20260917_130705_224092_pid2324738/track_output_payloads.csv,363,194,363,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI05.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A2_Known_error_correction_upper_bound_ON/result/detection_results_GMTI04.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A2_Known_error_correction_upper_bound,base,101,0.0
base__seed_101__v_p6d7__snr_p30__delay_p0ns,production,A3_Blind_target_free_estimated_correction_ON,1,2,stage1_target_1,stage1_target_1,10,2,10,6,,,,,,,7.097727866084,7.097727866084,300.000000000000,0.004074966303,9.210000000000,,assigned,,,,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A3_Blind_target_free_estimated_correction_ON/track_debug_runs/local_test_20260917_130726_837058_pid2325297/track_association_accepts.csv,72,"[""track_association_audit_v2.csv""]",Confirmed,Confirmed,0,0,,,unclassifiable_production_fields,production association evidence is missing fields required for mechanism attribution,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A3_Blind_target_free_estimated_correction_ON/track_debug_runs/local_test_20260917_130726_837058_pid2325297/track_output_payloads.csv,72,9,72,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A3_Blind_target_free_estimated_correction_ON/result/detection_results_GMTI03.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/production/A3_Blind_target_free_estimated_correction_ON/result/detection_results_GMTI02.csv,/home/shy/AIR/SAR+AI/project/PGRCC/.worktrees/unknown-system-error-next-stage/outputs/formal_delay_stage1_v2_20260917/cases/base__seed_101__v_p6d7__snr_p30__delay_p0ns/scenes/A0_ON/truth/truth_targets_by_beam.csv,"{""association_schema"": ""legacy"", ""missing_production_fields"": [""track_association_audit_v2.csv""]}",A3_Blind_target_free_estimated_correction,base,101,0.0
